activity,x-axis,y-axis,z-axis
Walking,-1.9477097,17.052675,13.824653
Walking,-1.879608,10.760075,0.50395286
Walking,-0.7218784,9.343558,1.0760075
Walking,-0.88532263,7.273266,-1.8387469
Walking,-2.1111538,11.114203,0.9942854
Walking,4.2495484,14.941522,0.5720546
Walking,-5.434519,14.560152,-3.336985
Walking,4.140586,8.308413,-1.1168685
Walking,-1.3756552,1.920469,-1.8387469
Walking,-3.336985,16.507862,11.727119
Walking,-3.405087,16.970953,-1.9477097
Walking,1.0760075,14.628253,1.9885708
Walking,-0.08172209,8.281172,-2.1383946
Walking,0.19068487,11.073342,1.1849703
Walking,1.4982382,14.982383,1.8387469
Walking,-5.134871,14.601013,-2.3699405
Walking,3.5957718,5.012288,-0.95342433
Walking,-3.336985,1.7570249,-1.3075534
Walking,0.19068487,13.184497,10.991621
Walking,3.1463003,3.1463003,-5.8976107
Walking,-2.982856,5.47538,0.6537767
Walking,0.08172209,7.3549876,-0.38136974
Walking,2.9147544,12.830367,1.4165162
Walking,-0.14982383,12.762266,-1.4573772
Walking,-4.8216033,13.756551,0.9942854
Walking,-0.19068487,2.4108016,-1.1441092
Walking,-4.372132,5.9793324,3.8273177
Walking,-4.099725,12.830367,-3.6774938
Walking,1.4982382,14.750836,-2.6423476
Walking,0.8036005,8.008764,-3.1054392
Walking,0.84446156,10.882658,1.607201
Walking,0.84446156,15.431854,0.5720546
Walking,-7.8180795,14.137921,-2.8738933
Walking,4.440233,5.175732,-0.14982383
Walking,-2.070293,1.4573772,-1.4573772
Walking,-2.5333846,19.19107,15.132206
Walking,-1.3756552,5.012288,0.7218784
Walking,-1.4573772,6.5922484,2.3699405
Walking,-0.3405087,7.5865335,0.6946377
Walking,0.3405087,12.176591,0.84446156
Walking,-0.040861044,13.633968,-1.0760075
Walking,-6.0474343,13.375181,1.4573772
Walking,-0.3405087,2.7649305,-1.1168685
Walking,-3.8681788,6.6331096,5.2165933
Walking,-5.366417,3.336985,-6.428804
Walking,-0.29964766,3.636633,-3.0645783
Walking,0.92618364,6.66035,-2.4108016
Walking,-2.0294318,10.310603,1.9477097
Walking,1.5390993,14.1787815,-0.040861044
Walking,-4.5628166,13.293459,-4.140586
Walking,5.597963,8.662541,0.313268
Walking,-1.7297841,1.6889231,-0.38136974
Walking,-4.2086873,16.08563,13.102775
Walking,-6.66035,6.4424243,2.8330324
Walking,-0.08172209,8.008764,1.920469
Walking,-0.14982383,9.507003,0.14982383
Walking,1.334794,9.656827,-0.7218784
Walking,-0.3405087,15.704261,0.8036005
Walking,-8.62168,15.785983,0.313268
Walking,3.0645783,4.944186,-0.23154591
Walking,-0.9942854,1.1168685,-0.95342433
Walking,-0.5720546,14.669114,11.645397
Walking,2.152015,6.5513873,-2.4925237
Walking,-1.334794,12.598822,1.7297841
Walking,0.14982383,7.8861814,-1.4165162
Walking,2.8738933,12.830367,0.19068487
Walking,-0.46309182,13.021052,0.5720546
Walking,-7.504812,16.317177,3.0645783
Walking,-0.0,3.2961242,-1.0351465
Walking,-3.0645783,4.5219555,1.9885708
Walking,-1.6889231,2.6014864,-1.4982382
Walking,1.334794,3.9090397,-4.1814466
Walking,-1.7978859,5.9793324,-1.2258313
Walking,-0.6537767,9.997335,1.4165162
Walking,-0.3405087,14.709975,0.5720546
Walking,-2.9556155,13.443283,-4.3312707
Walking,5.7477865,7.5456724,-0.50395286
Walking,-2.5333846,1.879608,-0.9942854
Walking,-3.6774938,16.467001,11.495573
Walking,-6.469665,17.2025,1.7297841
Walking,-1.1441092,12.067628,0.313268
Walking,0.38136974,8.430995,-1.4165162
Walking,-0.08172209,10.691973,0.7218784
Walking,-0.42223078,14.982383,0.3405087
Walking,-7.7772183,15.132206,-0.27240697
Walking,2.4925237,9.888372,0.19068487
Walking,-0.8036005,2.7649305,-1.1168685
Walking,-3.7864566,9.80665,4.903325
Walking,-3.5957718,8.158588,-4.099725
Walking,0.040861044,7.5865335,-2.3018389
Walking,-1.56634,6.3198414,-2.3699405
Walking,0.61291564,10.460427,0.46309182
Walking,0.95342433,14.818938,0.95342433
Walking,-5.243834,14.47843,-3.1463003
Walking,4.2495484,6.782933,-0.42223078
Walking,-2.4516625,2.1111538,-1.4165162
Walking,-2.070293,18.496431,13.633968
Walking,-5.09401,14.709975,2.6832085
Walking,-0.0,9.384419,0.6537767
Walking,-2.3018389,9.152874,1.5390993
Walking,2.6423476,10.419566,0.3405087
Walking,0.46309182,12.9529505,-0.61291564
Walking,-6.5513873,13.6748295,0.8036005
Walking,0.14982383,2.6014864,-1.4982382
Walking,-4.2904096,5.5162406,2.5606253
Walking,-5.47538,10.841797,-2.7240696
Walking,2.4516625,14.709975,-0.3405087
Walking,1.4573772,8.471856,-2.8330324
Walking,0.6946377,11.141444,0.8036005
Walking,2.1111538,15.132206,0.42223078
Walking,-4.5219555,13.0619135,-3.718355
Walking,4.0588636,9.152874,-0.50395286
Walking,-2.3426998,1.920469,-1.7570249
Walking,-3.718355,14.369467,12.367276
Walking,-5.434519,13.443283,0.27240697
Walking,-0.5720546,10.923519,2.2201166
Walking,0.92618364,10.460427,-0.42223078
Walking,2.4516625,10.691973,0.27240697
Walking,0.95342433,15.935807,1.4573772
Walking,-7.6273947,15.4046135,0.84446156
Walking,2.2201166,3.7864566,-1.2666923
Walking,-2.5606253,3.6774938,0.95342433
Walking,-0.38136974,7.205164,8.117727
Walking,0.7627395,3.0237172,-4.630918
Walking,-1.7978859,5.9793324,-0.9942854
Walking,-1.7978859,8.430995,-0.10896278
Walking,4.6036777,14.137921,0.46309182
Walking,-3.6774938,13.593107,-3.0237172
Walking,3.173541,9.234595,-1.2666923
Walking,-1.0351465,1.7570249,-2.0294318
Walking,-5.366417,15.241169,10.991621
Walking,-4.0180025,14.560152,-1.9477097
Walking,3.173541,9.112013,-4.630918
Walking,-1.1849703,5.325556,-2.4108016
Walking,-0.38136974,8.349273,-0.27240697
Walking,2.2609777,11.032481,0.040861044
Walking,-0.38136974,14.137921,0.95342433
Walking,-8.158588,16.43976,1.2666923
Walking,0.42223078,3.336985,-1.56634
Walking,-3.0237172,3.445948,0.8036005
Walking,-3.3642259,1.3075534,2.3426998
Walking,2.3699405,5.6660647,-4.4810944
Walking,-1.3075534,6.469665,-0.8036005
Walking,-1.7978859,9.534244,0.7218784
Walking,4.099725,13.565866,0.6537767
Walking,0.313268,12.367276,-2.4925237
Walking,-3.1463003,11.372991,0.10896278
Walking,-0.8036005,1.7978859,-1.920469
Walking,-4.2904096,9.043911,4.0588636
Walking,-2.6423476,7.082581,-2.1111538
Walking,1.7570249,9.043911,-1.525479
Walking,-0.6946377,6.1291566,-2.7921712
Walking,0.19068487,11.073342,0.5720546
Walking,0.6537767,14.982383,1.1168685
Walking,-5.6252036,15.745122,-3.5957718
Walking,4.140586,6.0474343,-1.1441092
Walking,-1.7297841,1.4165162,-1.334794
Walking,-1.3075534,19.19107,15.595298
Walking,-5.8158884,17.692831,-0.10896278
Walking,0.10896278,11.073342,0.61291564
Walking,1.0351465,8.689782,-1.525479
Walking,0.92618364,10.147159,-0.0
Walking,-0.0,15.636159,1.4573772
Walking,-7.9270425,16.208214,-0.84446156
Walking,2.7649305,4.7126403,-0.9942854
Walking,-2.9147544,2.7649305,-0.3405087
Walking,-5.012288,12.912089,7.8861814
Walking,-2.2201166,5.284695,-2.6423476
Walking,1.3756552,6.782933,-4.099725
Walking,-1.3756552,5.284695,-1.879608
Walking,-1.7978859,10.18802,1.5390993
Walking,2.6832085,14.1787815,0.14982383
Walking,-2.982856,13.375181,-5.09401
Walking,4.862464,7.9270425,-0.50395286
Walking,-1.920469,1.4982382,-1.920469
Walking,-3.0237172,17.62473,12.217452
Walking,-5.8976107,16.358038,-1.6889231
Walking,0.95342433,11.413852,-0.6537767
Walking,0.23154591,8.281172,-1.525479
Walking,-0.5720546,10.61025,1.2666923
Walking,1.4573772,14.369467,0.61291564
Walking,-3.9771416,13.906375,-3.718355
Walking,4.372132,7.3141265,-0.42223078
Walking,-2.1383946,2.9147544,-0.88532263
Walking,-2.2201166,18.305748,12.871228
Walking,-6.3607025,17.543009,1.0351465
Walking,-1.4573772,9.575105,0.040861044
Walking,-0.29964766,8.076866,-0.10896278
Walking,0.08172209,10.038197,0.27240697
Walking,0.95342433,13.824653,0.7627395
Walking,-7.8180795,16.317177,0.23154591
Walking,1.8387469,4.140586,-0.7627395
Walking,-3.1054392,2.3699405,-0.23154591
Walking,-2.4516625,11.34575,9.724928
Walking,-0.7218784,5.8567495,-2.070293
Walking,-0.38136974,8.471856,0.19068487
Walking,-1.56634,9.697687,1.1441092
Walking,1.7978859,12.299174,0.6537767
Walking,0.53119355,12.639683,0.46309182
Walking,-7.164303,14.750836,1.5390993
Walking,1.1168685,2.6832085,-1.334794
Walking,-5.012288,5.09401,2.3699405
Walking,-1.2258313,8.730643,4.671779
Walking,4.2904096,8.471856,-5.053149
Walking,-0.9942854,6.932757,-0.8036005
Walking,-1.0760075,7.668256,-0.9942854
Walking,3.255263,13.484144,0.14982383
Walking,-0.14982383,11.75436,-0.7218784
Walking,-5.938472,13.906375,0.9942854
Walking,-0.10896278,3.1463003,-1.0760075
Walking,-2.1111538,3.1463003,0.92618364
Walking,-6.1700177,4.2086873,1.607201
Walking,2.4108016,6.2789803,-6.238119
Walking,-0.3405087,6.5922484,-2.982856
Walking,-0.5720546,9.80665,0.6946377
Walking,2.0294318,11.182305,0.50395286
Walking,0.27240697,14.369467,1.56634
Walking,-7.3549876,15.894946,0.88532263
Walking,2.9556155,4.3312707,-0.8036005
Walking,-2.982856,2.8330324,0.313268
Walking,-3.3642259,11.563675,8.430995
Walking,1.1168685,5.6252036,-5.5162406
Walking,-1.1168685,5.434519,-0.7627395
Walking,-1.9885708,7.5456724,-0.19068487
Walking,1.1441092,12.026767,0.46309182
Walking,0.50395286,12.789507,-0.42223078
Walking,-7.164303,15.132206,0.6537767
Walking,0.6946377,2.8330324,-1.1849703
Walking,-4.2495484,4.440233,1.3756552
Walking,-1.1168685,2.9556155,4.140586
Walking,2.9147544,3.568531,-4.8216033
Walking,-0.14982383,6.701211,-2.1383946
Walking,1.1849703,9.275456,-0.6537767
Walking,1.6889231,14.369467,0.10896278
Walking,-0.14982383,12.408136,-3.2961242
Walking,1.0351465,9.765789,-0.19068487
Walking,-1.3075534,2.5333846,-1.7297841
Walking,-3.0237172,10.691973,7.3958488
Walking,-6.2789803,10.691973,-4.140586
Walking,-0.7627395,10.378705,0.27240697
Walking,0.61291564,7.504812,-2.2201166
Walking,-0.88532263,10.691973,0.7627395
Walking,1.2258313,14.601013,1.4982382
Walking,-6.1291566,16.167353,-2.7921712
Walking,3.759216,6.0201936,-0.6946377
Walking,-2.1383946,1.4573772,-1.7570249
Walking,-2.3018389,18.768839,15.4046135
Walking,-4.399372,4.2904096,-2.3426998
Walking,1.0760075,5.6660647,-4.372132
Walking,0.50395286,6.932757,-2.1792557
Walking,-0.6946377,9.275456,0.040861044
Walking,4.671779,13.6748295,0.040861044
Walking,-1.334794,12.912089,-3.6774938
Walking,3.9090397,9.534244,-0.42223078
Walking,-1.3756552,1.56634,-1.7570249
Walking,-3.7864566,16.589584,11.304889
Walking,-4.2904096,13.865514,-2.6014864
Walking,0.27240697,12.639683,1.4165162
Walking,-0.7218784,8.281172,-0.5720546
Walking,0.50395286,10.923519,0.14982383
Walking,1.9885708,14.410328,1.9885708
Walking,-5.012288,14.941522,-3.759216
Walking,3.9499009,6.891896,-0.50395286
Walking,-2.3699405,2.0294318,-0.9942854
Walking,-1.4982382,17.815414,14.437569
Walking,-5.7477865,16.630445,1.607201
Walking,-0.9942854,10.038197,0.9942854
Walking,0.42223078,8.008764,-1.0351465
Walking,2.2201166,11.304889,0.040861044
Walking,1.56634,16.08563,1.6889231
Walking,-7.3141265,14.47843,-0.3405087
Walking,3.1463003,5.6660647,-0.7218784
Walking,-2.7921712,2.6832085,-0.040861044
Walking,-1.607201,13.715691,9.915613
Walking,-2.5606253,7.8861814,0.040861044
Walking,-1.6480621,7.082581,0.7218784
Walking,-0.9942854,7.3141265,-0.42223078
Walking,1.4982382,11.686258,0.61291564
Walking,-0.19068487,14.09706,0.5720546
Walking,-6.5513873,14.7916975,1.4165162
Walking,0.313268,2.3699405,-2.0294318
Walking,-4.2495484,4.944186,3.405087
Walking,-3.8273177,4.372132,1.3756552
Walking,4.0180025,4.140586,-5.706926
Walking,-1.7978859,6.3198414,-0.50395286
Walking,-1.334794,5.434519,6.469665
Walking,-1.2258313,5.5162406,6.4424243
Walking,-0.7218784,5.134871,6.782933
Walking,-0.29964766,8.62168,1.6889231
Walking,-1.1441092,9.384419,0.9942854
Walking,2.3018389,10.269742,-1.525479
Walking,2.4108016,10.337844,-1.3756552
Walking,1.7570249,9.275456,-1.525479
Walking,2.1111538,9.275456,-1.3075534
Walking,2.152015,9.575105,-1.56634
Walking,0.42223078,11.141444,-0.7218784
Walking,4.5628166,14.056199,0.14982383
Walking,-2.3426998,15.6634,-2.9147544
Walking,0.5720546,5.2165933,-1.4982382
Walking,-0.10896278,2.2609777,-0.88532263
Walking,0.42223078,14.09706,8.158588
Walking,-2.3699405,10.528529,-0.23154591
Walking,7.43671,14.709975,0.92618364
Walking,3.1054392,11.563675,-0.9125633
Walking,1.0351465,10.038197,0.7627395
Walking,4.4810944,15.050485,0.5720546
Walking,-5.6252036,16.467001,-1.879608
Walking,3.3778462,6.469665,-0.42223078
Walking,-0.84446156,0.7627395,-1.334794
Walking,4.0588636,18.768839,12.340035
Walking,-2.5606253,18.619015,0.040861044
Walking,2.3018389,13.865514,0.3405087
Walking,3.336985,9.656827,-0.95342433
Walking,3.255263,7.8180795,-0.5720546
Walking,2.3018389,14.941522,1.7978859
Walking,-3.405087,17.502148,-3.255263
Walking,2.2201166,3.718355,-1.4573772
Walking,-1.6889231,1.8387469,-1.4573772
Walking,2.5333846,12.980191,7.1234417
Walking,1.3075534,6.66035,-4.7126403
Walking,-1.4165162,7.7363577,-0.5720546
Walking,0.5720546,9.724928,0.88532263
Walking,6.3607025,11.917805,-0.42223078
Walking,1.5390993,11.686258,-1.607201
Walking,-0.9942854,15.431854,0.7218784
Walking,-1.0351465,2.6014864,-0.5720546
Walking,-0.27240697,8.308413,3.7864566
Walking,-1.9477097,1.7978859,1.607201
Walking,2.3018389,4.9850473,-5.012288
Walking,-1.6480621,8.853226,-0.10896278
Walking,0.7627395,9.888372,0.95342433
Walking,5.407278,12.299174,-0.53119355
Walking,3.1054392,12.14935,-1.7570249
Walking,-0.50395286,13.633968,0.23154591
Walking,-0.6537767,2.7649305,-1.2258313
Walking,0.7218784,10.378705,5.2165933
Walking,-3.445948,8.812365,1.1849703
Walking,3.990762,7.273266,-1.6889231
Walking,1.0760075,7.082581,-2.982856
Walking,1.879608,9.084772,0.14982383
Walking,2.5606253,15.785983,0.7218784
Walking,2.8738933,13.143636,-0.27240697
Walking,-3.5276701,16.08563,1.1441092
Walking,1.0351465,3.1463003,-0.7218784
Walking,-0.50395286,3.6774938,-0.50395286
Walking,0.6946377,8.390134,5.284695
Walking,-0.23154591,7.9679036,-4.671779
Walking,-1.3756552,8.049625,0.38136974
Walking,0.61291564,8.853226,0.50395286
Walking,5.053149,12.912089,-0.10896278
Walking,0.6537767,12.830367,-2.3426998
Walking,-0.14982383,11.495573,-1.0351465
Walking,-1.4982382,1.7570249,-0.88532263
Walking,0.42223078,11.141444,5.5571017
Walking,-1.7297841,3.5276701,-0.46309182
Walking,1.6889231,-1.2666923,-3.0645783
Walking,-1.9477097,5.829509,-1.3756552
Walking,1.334794,9.847511,0.23154591
Walking,2.6014864,14.941522,0.3405087
Walking,-3.0237172,16.08563,-3.486809
Walking,3.718355,5.597963,-1.2258313
