,x-mean,y-mean,z-mean,x-std,y-std,z-std,x-aab,y-aab,z-aab,x_min,y_min,z_min,x_median,y_median,z_median,x_IQR,y_IQR,z_IQR,x_pos_count,y_pos_count,z_pos_count,x_neg_count,y_neg_count,z_neg_count,x-above-mean,y_above_mean,z_above_mean,x_peak_count,y_peak_count,z_peak_count,x_skewness,y_skewness,z_skewness,x_kurtosis,y_kurtosis,z_kurtosis,x-energy,y_energy,z_energy,average accel,sma,x_argmax,y_argmax,z_argmax,x_argmin,y_argmin,z_argmin,x_arg_diff,y_arg_diff,z_arg_diff
10,-1.4650046347999999,7.875148831600001,2.3481479553000004,5.490846993296564,7.954943878039287,5.266343372443708,4.279524181464,6.718664158296,4.063821456488,-14.015338,-8.812365,-12.598822,-0.6469665,7.109821500000001,2.7172593999999997,5.686495325,12.82015225,5.911231055,41,86,71,58,14,29,59,47,52,41,37,38,-0.17009282456017044,-0.04504985864551146,-0.13379241035709435,-0.18939257679437338,-1.0148533835232678,0.32570090437385346,32.295639283779394,125.29910122260559,33.24817133646133,12.154038186266845,17.9934327877,4,6,88,6,2,19,2,4,69
11,-0.9181476202400001,9.046226367300001,2.2455867476399995,4.278940633148212,6.281784119740127,4.652568741484508,3.1641702218080003,5.012424172700001,3.631914785699201,-13.0619135,-6.428804,-6.428804,-0.074911912,9.00305,0.9738548650000001,4.406182575,7.84872535,4.6717791,48,94,63,51,6,37,60,50,36,40,29,37,-0.8342766543799334,-0.21337460455501422,1.04091829433638,0.8858053704536135,-0.4892099969798607,0.6073089561971838,19.152327994559194,121.295023215453,26.689055735415124,11.454560595520242,16.11682130246,9,36,38,25,14,32,16,22,6
12,0.37060968295999996,9.6986410376,0.54045540064,2.7791813653477746,4.8485844879682185,3.908195878732172,2.27473429304,3.8958280523999997,2.4101259951392002,-6.510526,0.14982383,-5.5571017,0.38817990999999996,9.752169,-0.22473574,4.1882570999999995,6.718236349999999,2.28140825,58,100,47,42,0,53,50,50,36,37,23,37,-0.31641413493057763,-0.056273231365120274,2.158073316380876,-0.5836202133782886,-0.641123426060465,5.322093076867194,7.861200598600029,117.57240951318485,15.566087066620076,10.77672599349166,14.335416049039999,75,37,79,94,87,98,19,50,19
13,-0.14042577234000003,9.438492397500001,0.48897048284000005,3.0137614709046083,5.156941537064738,4.246858254450914,2.4284562565068,4.4338399845500005,2.7064448055575996,-7.8861814,0.14982383,-5.5571017,0.020430523,9.575105,-0.15663400700000002,4.34829605,8.69999725,2.9624256250000003,50,100,49,50,0,51,51,51,43,37,24,37,-0.33309007642647515,0.007714168271514841,1.897231333688713,-0.34635612286020034,-1.0779715705274264,4.239436576315044,9.102477601046393,115.6791847543689,18.27489716648665,10.694455295660786,14.53372828376,86,64,64,79,37,48,7,27,16
14,-0.56360998864,9.529476345,0.3783732671399999,2.931752426175678,5.053567297659914,4.021142123892722,2.2531160580784,4.389157085,2.528726506774,-7.8861814,0.8036005,-5.175732,-0.4426613,9.500193,-0.190684875,3.4459479500000003,8.618275,2.7445000999999998,42,100,48,56,0,52,53,50,45,36,25,35,-0.2619164913967134,-0.049789640460116635,2.048437668212924,-0.1028881800158521,-1.143558938393936,5.066451359039254,8.912828507681755,116.34946184189228,16.31275030983067,10.679809841385511,14.305042653260003,36,14,14,29,30,20,7,16,6
15,-0.8347911116600001,9.1692181216,0.2978770127,2.601104366014311,4.8291253947605,3.5451332765035706,1.9835039998719999,4.125821285968,2.239618304478,-7.014479,0.84446156,-5.012288,-0.476712165,9.3299385,-0.190684875,3.214402075,7.872560524999999,2.57084063,36,100,48,61,0,52,60,51,43,34,25,32,-0.36275625670840445,-0.05724378336412017,2.2077499712089828,0.033250697633176785,-1.0622073622255697,6.291331868203915,7.462620123005252,107.39501303979858,12.656700662868019,10.15447800258255,13.390981113520002,38,25,25,5,68,9,33,43,16
16,-0.85059070796,9.6175999336,0.47044682300000007,2.691513991915458,4.614019928132424,3.7624481702522883,2.0458034665136,3.9116657703840008,2.43586845598,-8.471856,0.84446156,-5.8976107,-0.49714268500000003,10.228881,-0.38136974,2.9896663749999997,7.092796450000001,2.61170175,36,100,48,63,0,52,58,53,37,33,24,37,-0.5039143371675997,-0.2537540325184001,1.9541898563010998,0.20080078521649503,-0.9949777697705264,4.136900777943594,7.96775212114458,113.7874083799859,14.377336447105584,10.603515468638431,14.05933154704,78,37,37,65,18,92,13,19,55
17,-0.9200544990399997,9.852687077999999,0.49101353966,3.0310573654479,4.665432836251934,3.913590427411444,2.3185509328256004,4.04394654888,2.4881515116788,-8.62168,1.1168685,-6.428804,-0.40180026,10.269742,-0.095342437,3.4323275850000003,7.525242174999999,2.5606254,35,100,49,64,0,51,57,52,41,33,25,39,-0.3915890190061248,-0.20788764677271948,1.908238046587413,0.15339236210495333,-1.0976825778099562,4.131323329357951,10.033809033839708,118.84170620656595,15.557284329655937,10.942577916100106,14.626346558780003,99,58,58,81,83,67,18,25,9
18,-1.1333491499,9.773825231,0.5257454048599999,3.1044506239124945,4.621295485875669,3.8054217921761047,2.4725153430900004,3.9524396497600005,2.3630213598092,-8.62168,1.1168685,-6.428804,-0.51757321,9.9428535,0.19068487,3.82731776,7.378823799999999,2.4857134975,36,100,52,62,0,48,55,52,39,33,24,36,-0.2937445438004723,-0.1390001627617289,1.9736486027320888,-0.19960225265603615,-1.0568226741480076,4.675436631490988,10.92209397188973,116.88403161390703,14.757643247100201,10.866518066790587,14.59883340952,49,8,8,31,33,17,18,25,9
19,-1.1992716134599999,9.945850261999999,0.34650163393999994,3.0698005999226243,4.7247490622246975,3.8296394030650176,2.5093039050784003,3.9653681027600003,2.3951980710844,-8.158588,1.3075534,-5.09401,-1.0896278499999998,10.1675895,-0.27240697,4.12696534,7.875965925000001,2.519764315,38,100,46,60,0,53,52,51,37,32,25,36,-0.20253347946880473,-0.1540499008995454,2.0859872472175955,-0.539673307295041,-0.9806336684243955,4.764333717968994,10.861928126136254,121.24319113511861,14.786201339831273,11.016441783864567,14.910603213880002,96,80,80,60,63,95,36,17,15
20,-1.1510555787999999,9.604388200999999,0.19858466238000003,3.034017081347109,4.6416188404929235,3.5872371447775584,2.4030488535039995,3.9410884530200003,2.1861257240484004,-8.158588,1.3075534,-6.238119,-0.89894295,9.5546745,-0.149823825,3.9464956300000003,7.76359795,2.3495100325,37,100,47,62,0,52,54,49,41,32,23,34,-0.3597904909155509,0.012278655654675582,2.015777865483569,-0.3321501693708062,-1.0021944240557186,5.470718592340157,10.530188595392628,113.7888981759269,12.90770620100443,10.626324514390612,14.27194515878,46,30,30,10,13,85,36,17,55
21,-0.9688153285000002,9.536558901000001,0.4174636520600001,2.911898248117066,4.502241808508033,3.7421182859255877,2.26993718321,3.8148769309799997,2.2609641036756005,-7.8180795,1.4573772,-6.238119,-0.7218784,9.636396000000001,0.0,3.43573275,7.552482800000001,1.98857083,39,100,50,61,0,50,53,51,37,32,22,35,-0.43723979482018466,0.02810650800781015,1.99722567633844,-0.21989435071709496,-0.9820445465579559,5.029603808187614,9.417754548123803,111.21613697452,14.177725166649934,10.562725131886653,14.068865810239998,74,69,69,13,68,35,61,1,34
22,0.13375183034,9.023889001999999,0.5061321164599999,3.0006676383702886,4.01899487791591,3.84022547812458,2.1402251624327997,3.287142878039999,2.6922742175736,-7.3141265,1.4573772,-5.706926,0.313268,8.921328,0.040861044,2.72066445,5.7545966250000005,3.8068872000000002,56,100,54,44,0,46,54,49,42,33,24,31,0.3238224399228001,0.19950091830019417,1.4712219430187299,1.561014904657,-0.647181739398405,2.957686238984663,9.021895828082025,97.58289254913089,15.00350144214944,10.213487436946386,13.83159935168,61,19,19,43,18,56,18,1,37
23,0.9403488231400001,8.915743418,1.1021585228800002,2.3130229541532223,3.227752900149501,2.7821224148478207,1.4879085843856004,2.63833488708,1.9849858800352,-6.5513873,2.3699405,-5.706926,0.92618364,8.6012495,0.844461565,1.5765552644999998,4.879488899999999,2.036241929,75,100,77,25,0,22,48,47,48,33,24,23,0.8457746624603153,0.21787677614647125,0.15913370374755423,4.37703843689025,-0.7404962671079889,0.2274992109853624,6.234331095620483,89.90886948003384,8.954958540755692,9.807802274535566,12.878719785020003,11,55,48,2,3,6,9,52,42
24,0.8835519696,9.27913429,1.6112871343800002,1.4663070088936978,3.448767710530354,2.1113186506404182,1.0852856514959999,2.802209459,1.5787344959340002,-4.2495484,2.9556155,-2.1111538,1.1168685,8.962189,1.11005835,1.4165162,4.549195824999999,1.9306843000000002,80,100,83,20,0,15,62,45,35,33,21,24,-1.0285690573065491,0.198468083641154,1.1728617233304794,1.2276424443443847,-0.654000834525791,1.0105268758139268,2.9307203273148223,97.9963318930506,7.053912673960587,9.867342304289936,12.60290774398,4,62,22,62,65,57,58,3,35
25,1.0038196389999998,9.187196985,1.30646375934,1.4347528468497928,3.251914134936964,2.3104885211551243,1.09300567076,2.5449891935000006,1.6759456601543996,-4.2495484,2.9556155,-4.099725,1.1304888499999999,9.00305,0.8853226000000001,1.637846825,4.161016725,2.220116656,80,100,76,20,0,22,58,45,42,33,23,24,-0.7003492146424459,0.1964911836628131,0.8674008734778877,0.9036756575262412,-0.35056967920590143,1.0579848508673217,3.0661695991856757,94.97953398219592,7.045204760858396,9.778685901737862,12.526633862300002,94,12,4,12,15,84,82,3,80
26,1.1029757651,9.229011437,1.3885944385599998,1.482454543896576,3.198211412697603,2.1395414737531637,1.1667244395979999,2.5525266892199996,1.4366197822367999,-2.3426998,2.7240696,-4.099725,1.1168685,9.00305,0.95342433,1.8183163574999999,4.0895098249999995,1.614011175,79,100,84,21,0,15,51,47,36,32,23,25,0.01798361068056851,0.09520292318922298,1.2042549056520224,-0.23380567628194582,-0.60689483125805,3.0196734765516693,3.4142270131175354,95.40320834458602,6.50583223270962,9.767034119640757,12.4846831603,59,32,65,28,54,34,31,22,31
27,1.2365913795999999,9.400355450999998,1.52997365596,1.6425408498012013,3.527748966413116,2.1236765145186003,1.2679181704000002,2.80511605312,1.4175458519472002,-4.440233,2.7240696,-1.525479,1.2258313,9.0575315,0.92618364,1.876202975,4.600272574999999,1.45737716,81,100,84,18,0,12,50,44,34,32,21,24,-0.30535415971512514,0.30360105503560075,2.0208712947037246,0.5759715069679849,-0.6103184282852072,4.4381679048250104,4.227098683366684,100.81169537517422,6.85082132624948,9.99961329038884,12.75967801224,9,57,95,96,4,59,87,53,36
28,1.4136559027000002,9.529476341999999,1.2852160194400002,1.696018569346623,3.4478448122134764,1.9706516196856492,1.3020698234619998,2.8003570558799997,1.3603131716144004,-4.440233,2.4925237,-2.2201166,1.3552246000000001,9.0575315,0.844461565,2.117963995,4.45044855,1.7195688574999999,83,100,79,15,0,17,47,43,37,31,20,25,-0.2969834914645486,0.31212512142339943,1.7545396402564248,0.705842371743199,-0.524449352821843,4.392770288556628,4.874901998807117,102.69855320184507,5.53524802279487,10.12589374259618,12.89438325834,77,7,45,46,54,77,31,47,32
29,1.5908566226000003,9.133532783,1.36639329078,1.5938844952999418,3.2909568291832083,1.9018140824392369,1.2459894076600002,2.6731729883200006,1.3527293610072002,-2.3699405,2.4925237,-2.2201166,1.4573772,9.00305,0.939803985,2.2303319,4.334675400000001,1.9000385899999996,87,100,81,12,0,19,45,48,38,33,22,24,-0.08860736392283876,0.017009378536855618,1.5907066067016236,0.009596295601982607,-0.5789788441344976,3.753526912942596,5.071292578027829,94.25181794968331,5.483927429252795,9.755314694144865,12.62170384778,27,14,94,65,4,27,38,10,67
30,1.8210404919,9.106700686000002,1.4238711641400001,1.5857226311511559,3.287712635165687,1.9748014812666337,1.2814023161000003,2.64973235772,1.3845029132535998,-2.3699405,2.7649305,-1.56634,1.8183164,9.043911,0.939803985,2.1588251375,4.477689600000001,1.607201065,89,100,80,11,0,19,50,49,38,37,24,21,-0.43217106212343076,0.04243798102049171,1.7088446432432522,-0.1827870930063309,-0.5796527827325293,3.434981502253577,5.830704736084337,93.74105175582098,5.92724998248229,9.76410881761025,12.81933508452,9,99,44,15,43,50,6,56,6
31,1.8791993674,9.169490471,1.23168806506,1.952928428093061,3.5318265994409423,2.0278024818328757,1.5204884485119996,2.85800113726,1.4271645718556005,-3.9771416,1.3075534,-1.7297841,2.0498624,8.9077075,0.80360053,2.46187785,4.780741650000001,1.7365943000000001,85,100,73,15,0,24,56,47,37,37,24,24,-0.4065082925561452,0.06309609178772903,1.7172985163459191,0.4214096122931701,-0.540413768688492,3.578538655778156,7.345319707690595,96.55335462627836,5.629038394938816,9.903279754729809,13.033310728499997,64,49,64,51,53,78,13,4,14
32,1.9107985710000002,9.034376666999998,1.37878781996,2.107076411012696,3.533164194799472,2.141206098078659,1.668901199,2.8085430063800003,1.4571756488304002,-3.9771416,1.3075534,-1.7978859,1.9000385,8.62168,0.88532263,2.69342376,4.069079250000001,1.57655528,85,100,77,15,0,21,50,43,38,36,24,26,-0.11615949887807842,0.11233608114789667,1.9643292347384964,-0.04878338850488895,-0.49791494117011137,4.953795980448999,8.090922180781785,94.10321098864702,6.485819406919283,9.872666047726502,13.0354900254,14,25,85,1,3,92,13,22,7
33,2.0445503994,9.005365342,1.5939892917,1.763796531512286,3.2460835634095293,1.7697894891080057,1.4344786825520004,2.6224645085199993,1.178674924142,-1.7570249,1.8387469,-1.7978859,1.93408935,8.717022499999999,1.2462618,2.560625445,3.71495,1.4846178749999999,88,100,92,12,0,8,46,47,37,34,27,23,-0.02011639176492357,0.04896943295995486,2.2436460873691035,-0.5006551800675205,-0.48627680003007034,7.4487216881808,7.291164540261471,91.63366344353227,5.6729566978114425,9.744537939350796,12.964528019580001,35,12,35,13,77,42,22,65,7
34,1.30210524554,7.3090871867999985,3.0031504735200003,1.6291450544314563,3.735600597359431,3.1376075625642024,1.3735848335491996,3.0847308602559997,2.8054838195952003,-1.525479,-0.29964766,-1.3756552,1.3552246000000001,7.75678805,1.57315015,2.4891185655,5.6252042,5.979332449999999,73,99,85,27,1,15,51,54,37,34,29,27,0.142850130755734,-0.0013642808867805098,0.5111037272138922,-0.8943588958208002,-0.585024708761428,-1.2918417806019278,4.349591678841255,67.37746732723608,18.86349398326347,9.20090929027896,12.19484212858,11,50,74,62,81,68,51,31,6
35,1.48557133884,6.9520978408,2.50260270692,2.9587886875782843,3.3003353920874625,4.156684503631916,2.188667316812,2.5835510995680004,3.5843198176336006,-2.7240696,-0.29964766,-8.853226,0.47671217,7.1438723500000005,1.6684926,2.6014865,4.307434200000001,6.959997519999999,60,99,67,38,1,33,35,52,46,31,28,27,1.5357743243034934,0.03639128618877513,-0.30294649576451643,1.855687086507901,0.017430806034830937,-0.6745333943772591,10.961352700524094,59.223878088321115,23.541046371417014,9.469696433126451,12.894246971960001,59,0,24,92,31,61,33,31,37
36,0.8663903355000002,8.503046871000002,1.5320167226999999,3.1904023904693757,2.904067254699666,3.0112851433435965,2.27985827601,2.2517458557800003,2.204349770576,-3.6774938,3.718355,-8.853226,-0.061291567,7.947473049999999,1.6889231,2.1452048225,3.5140497,3.333580145,46,100,76,51,0,24,29,41,56,31,27,24,1.5600842030789184,1.023499849711783,-0.9090095773832843,1.8901805715351276,0.8063006909795352,1.3630617868494737,10.92929962656051,80.73541271024173,11.414913453154314,9.752794204668563,13.333230810280002,9,55,4,71,51,11,62,4,7
37,-0.7758150048,8.911112494000001,2.3237675283000003,1.3988328042769393,3.294482776619258,1.7904825352347526,1.0419457040959998,2.5663459148000003,1.3997767505299998,-5.7477865,2.5333846,-2.0294318,-0.74230895,8.328842999999999,2.152015,1.45397215,3.946495775,2.3018387999999996,24,100,90,73,0,10,51,40,45,32,24,29,-0.12157771177393535,0.6859939894555307,0.33936212618051215,1.2632243664922207,0.06359961755707211,0.28090007124229865,2.5586221359941095,90.26154264616385,8.60572323456216,9.504024063370696,12.6165280935,56,5,75,55,54,56,1,49,19
38,-0.7963817375599999,9.322174611,1.9846208616,1.7043267432650677,3.555983139387666,1.8930777008998585,1.31477216804,2.8885080101,1.4761514908640003,-5.7477865,2.5333846,-2.5333846,-0.78316998,8.6761615,1.93408935,1.9170639029999998,4.86927385,2.47890334,26,100,90,72,0,10,50,45,48,33,22,31,0.18205535803002001,0.4158766884064419,0.29411724688042307,0.32661572148496143,-0.44267005866186837,0.18907578706624717,3.538953519727597,99.54795556558236,7.522463145942219,9.878017660551967,13.036171022040001,6,99,25,5,4,83,1,95,58
39,-0.79787998066,9.357723756999999,1.8605394911999997,1.873886804090478,3.9263987367161537,1.9845542981868214,1.5398293416871995,3.2177254687000003,1.586552577568,-4.140586,2.1111538,-3.1463003,-0.898942965,8.968999,1.55271965,2.6798033949999995,5.45494915,2.6525627,31,100,86,69,0,14,46,45,43,35,22,29,0.352701275631845,0.42900206151212494,0.2657993292966599,-0.554424642025992,-0.5730698297343242,-0.11213540110929943,4.1480642180824265,102.9836009520084,7.400062960766541,9.952329075506329,13.22345083554,85,87,54,14,63,91,71,24,37
40,-0.9441625024999999,8.997737922,2.1796642353399998,1.809799188296864,3.8235306844339862,1.9297888548271787,1.3793053684500003,3.0862018955200003,1.5569746254872,-6.66035,2.1111538,-3.1463003,-1.1168685,8.4854765,1.920469,2.0668877475,5.805672875000001,2.4891184025,28,100,87,72,0,13,45,42,46,35,24,29,0.11353697805350992,0.5950714454074519,0.26034465298101617,0.45958242387449744,-0.3457004765813867,-0.029669553421340034,4.166815933087049,95.5786746078051,8.475021203035501,9.678019863146492,13.041755348520002,35,37,94,57,13,41,22,24,53
41,-1.02179847774,8.769324687,2.28998906004,1.6397529448705017,3.529196202534241,1.777415878483957,1.2241750540408,2.8151188141400008,1.4072951839639998,-6.66035,2.4516625,-3.0645783,-1.096438,7.947473049999999,2.1792557,1.859177425,4.811387799999999,2.5231692925,24,100,92,74,0,8,46,39,45,34,26,31,0.0033236202813022625,0.7773106392225947,0.17590886292350463,1.0063480781895384,0.024860449291960407,0.10753448864700266,3.7328618493232644,89.35628130200976,8.40325710018978,9.442691730417529,12.721813385739999,12,76,44,7,83,57,5,7,13
42,-1.10379297694,8.950747773,2.04441419,1.589026974617536,3.599943096418389,1.8581104903535925,1.2367166715212,2.9328095906800007,1.4149634434,-4.630918,2.4516625,-3.0645783,-1.1304888499999999,8.042815300000001,1.96814025,1.787670575,4.6888042,2.169040405,21,100,86,77,0,13,49,42,47,33,25,33,0.2618642772847802,0.5746156867734314,-0.015826446924692785,-0.1381716177300567,-0.3737810234414334,0.16866908628702948,3.743365662004227,93.07547599331487,7.6322039746354235,9.578217747352188,12.871228661019998,1,26,31,97,33,7,96,7,24
43,-1.3845083550000004,9.422556569,1.9746780107999995,1.801517825089293,3.8322629150183722,2.031596180843798,1.4268948813999998,3.1703266465200004,1.5908620589840001,-6.3198414,2.1111538,-2.7513103,-1.1645397499999999,8.9077075,2.0498623,2.0260268,6.044029675,2.43123205,20,100,83,80,0,16,54,46,51,34,22,29,-0.27267472880434007,0.2861341864075201,-0.20471430145391814,-0.2933463046923621,-0.766444801021049,-0.1626956754360851,5.162329859179263,103.47081134583016,8.026736288356153,10.100496534804218,13.6716964594,28,52,57,57,67,29,29,15,28
44,-1.5036863894999999,9.190602003,2.2721464262,1.9579011856784188,3.7816265279630388,1.9474033757235538,1.5610552996599996,3.01331387718,1.5118586158,-6.3198414,2.1111538,-2.6014864,-1.334794,8.689782,2.26097775,2.4993336999999998,5.27447995,2.5606253999999997,20,100,90,80,0,10,54,47,50,34,24,29,-0.2784916318337441,0.4763872664457594,-0.15125268220607455,-0.47791855500263347,-0.23264171549751467,0.24355077074298004,6.094449810848504,98.76786437454139,8.955029289872925,9.966224781585282,13.7185504225,99,99,53,7,17,36,92,82,17
45,-1.2833091552,8.840967688000001,2.3275812303,1.8010566138948763,3.4700590219747514,1.865045811662059,1.424050936112,2.7440913508000007,1.4490388383060002,-6.2108784,2.2609777,-2.0294318,-1.1645397499999999,8.430995,2.22692695,2.3597252600000003,4.1065342000000005,2.339294625,24,100,88,76,0,12,53,45,49,35,27,31,-0.3122857970588334,0.5461731665649758,0.11337499614448182,-0.3304147863468301,0.0019204221904502994,0.033500609112507185,4.890687314274616,90.20401927624843,8.89603026324305,9.597441526161136,13.118982712100003,49,49,3,29,22,60,20,27,57
46,-1.0509460355400002,9.114872894000001,2.3879193630999995,1.5272615928130522,3.693078432201167,2.026159267269868,1.2401817030384001,2.987034757520001,1.5323544957340003,-5.175732,2.5606253,-2.0294318,-1.096438,8.430995,2.1315844,2.318864285,4.773932274999999,2.2405470999999997,26,100,89,73,0,11,48,46,43,33,25,31,-0.29748255617865194,0.5597624468559299,0.5862748833027799,-0.42321104390315023,-0.20082470981126965,0.7520067667371584,3.437015542499103,96.71973618016537,9.807480261011477,9.831337749607941,13.16284024912,87,71,82,15,16,10,72,55,72
47,-0.9162407987000002,9.188831372,2.3918692797,1.5081813686287209,3.6711036382001017,2.2312731561247388,1.20535992317,2.9448716477600003,1.5897778966159997,-4.862464,2.6014864,-2.8330324,-0.78317,8.6761615,2.0090013,1.9170639055,4.729665099999999,2.077103,26,100,93,72,0,6,55,46,36,33,22,26,-0.32679916692711386,0.3977225956846335,1.3059132154830138,-0.1318434320903692,-0.17734758587607713,2.4540111616944564,3.1141082418812163,97.9116239054574,10.69961854841545,9.926944215166472,13.08479566336,97,21,64,65,31,97,32,10,33
48,-1.0984810495600001,8.782536386999999,2.2944837789,1.4832744738280343,3.214577876103074,2.349255686305291,1.1731750343696001,2.5715025762200003,1.5770401395040003,-4.862464,2.982856,-2.8330324,-0.84446156,8.539958,1.7297841,1.82853174,4.34829545,1.828531675,20,100,93,79,0,6,58,47,32,34,21,21,-0.3575445897446136,0.04138724330456919,1.903911219112673,-0.1370387194351954,-0.6672824377725353,5.258557063476172,3.406763780952271,87.46645631051038,10.783658091272967,9.595084283270362,12.642406738540002,47,9,67,15,34,47,32,25,20
